4;bunker;3040.00;13.05;1463.00;5.81;0
4;bunker;3049.00;10.95;1458.00;2.54;0
4;bunker;3061.00;11.30;1480.00;5.21;0
4;bunker;3068.00;9.93;1483.00;1.59;0
4;bunker;3070.00;9.70;1476.00;4.25;0
4;bunker;3055.00;10.10;1489.00;0.99;0
4;bunker;3048.00;11.57;1483.00;3.66;0
4;bunker;3060.00;10.15;1489.00;0.04;0
4;bunker;3049.00;11.48;1451.00;2.70;0
4;synthetic_refinery;3051.00;14.30;1478.00;5.72;0
4;fuel_silo;3071.00;9.70;1479.00;2.71;0
5;arms_factory;3157.00;10.10;1597.00;3.58;0
5;arms_factory;3133.00;10.40;1596.00;5.14;0
5;arms_factory;3150.00;10.40;1593.00;1.52;0
5;arms_factory;3131.00;10.00;1592.00;4.19;0
5;arms_factory;3135.00;10.40;1598.00;2.03;0
5;arms_factory;3118.00;9.82;1598.00;5.05;0
5;industrial_complex;3143.00;10.40;1592.00;6.25;0
5;industrial_complex;3145.00;9.80;1604.00;4.09;0
5;industrial_complex;3122.00;9.90;1594.00;0.47;0
5;industrial_complex;3143.00;10.00;1599.00;2.04;0
5;industrial_complex;3151.00;9.80;1603.00;4.70;0
5;industrial_complex;3153.00;10.45;1595.00;2.54;0
5;bunker;3133.00;10.43;1600.00;0.48;0
5;bunker;3157.00;9.82;1600.00;3.14;0
5;bunker;3146.00;9.80;1603.00;5.81;0
5;bunker;3114.00;9.90;1594.00;2.54;0
5;bunker;3133.00;10.25;1593.00;5.21;0
5;bunker;3124.00;9.90;1591.00;1.59;0
5;bunker;3152.00;9.80;1605.00;4.25;0
5;bunker;3144.00;10.25;1595.00;0.99;0
5;synthetic_refinery;3152.00;9.90;1600.00;3.66;0
5;fuel_silo;3116.00;9.90;1597.00;0.64;0
6;arms_factory;2859.00;9.70;1530.00;1.52;0
6;arms_factory;2860.00;10.28;1537.00;4.19;0
6;arms_factory;2884.00;9.82;1543.00;2.03;0
6;arms_factory;2851.00;9.70;1540.00;5.05;0
6;arms_factory;2881.00;9.70;1540.00;6.25;0
6;arms_factory;2876.00;9.75;1537.00;4.09;0
6;industrial_complex;2874.00;9.62;1543.00;0.47;0
6;industrial_complex;2877.00;9.80;1536.00;2.04;0
6;industrial_complex;2848.00;9.70;1538.00;4.70;0
6;industrial_complex;2873.00;9.75;1534.00;2.54;0
6;industrial_complex;2848.00;9.70;1537.00;3.74;0
6;industrial_complex;2873.00;9.65;1541.00;0.48;0
6;naval_base;2856.00;9.53;1544.00;-2.16;8621
6;naval_base;2846.00;9.55;1539.00;-2.68;8621
6;naval_base;2871.00;9.50;1544.00;-2.55;8621
6;bunker;2883.00;9.70;1540.00;1.59;0
6;bunker;2875.00;9.70;1538.00;4.25;0
6;bunker;2873.00;9.60;1542.00;0.99;0
6;bunker;2848.00;9.70;1538.00;3.66;0
6;bunker;2883.00;9.73;1544.00;0.04;0
6;bunker;2855.00;9.73;1538.00;2.70;0
6;bunker;2864.00;9.88;1533.00;5.72;0
6;coastal_bunker;2852.00;9.53;1542.00;-2.16;0
6;coastal_bunker;2851.00;9.60;1541.00;-2.68;0
6;coastal_bunker;2873.00;9.50;1545.00;-2.55;0
6;dockyard;2855.00;9.57;1543.00;-2.16;0
6;synthetic_refinery;2886.00;10.07;1543.00;0.55;0
6;fuel_silo;2852.00;9.70;1539.00;5.28;0
7;arms_factory;2877.00;9.60;1555.00;2.03;0
7;arms_factory;2880.00;9.62;1554.00;5.05;0
7;arms_factory;2879.00;9.60;1555.00;6.25;0
7;arms_factory;2873.00;9.55;1553.00;4.09;0
7;arms_factory;2881.00;9.70;1574.00;0.47;0
7;arms_factory;2881.00;9.60;1558.00;2.04;0
7;industrial_complex;2876.00;9.68;1561.00;4.70;0
7;industrial_complex;2875.00;9.70;1559.00;2.54;0
7;industrial_complex;2883.00;9.60;1568.00;3.74;0
7;industrial_complex;2877.00;9.60;1557.00;0.48;0
7;industrial_complex;2881.00;9.70;1568.00;3.14;0
7;industrial_complex;2883.00;9.60;1559.00;5.81;0
7;naval_base;2873.00;9.55;1559.00;-2.16;2775
7;naval_base;2872.00;9.50;1553.00;-1.47;8621
7;naval_base;2883.00;9.55;1577.00;-2.94;2752
7;naval_base;2876.00;9.50;1564.00;-2.36;2775
7;bunker;2884.00;9.60;1557.00;3.66;0
7;bunker;2882.00;9.70;1572.00;0.04;0
7;bunker;2884.00;9.60;1563.00;2.70;0
7;bunker;2874.00;9.70;1557.00;5.72;0
7;bunker;2878.00;9.55;1566.00;0.64;0
7;coastal_bunker;2885.00;9.53;1578.00;-2.94;0
7;coastal_bunker;2869.00;9.50;1554.00;-1.47;0
7;coastal_bunker;2873.00;9.50;1560.00;-2.16;0
7;coastal_bunker;2879.00;9.50;1572.00;-2.36;0
7;dockyard;2872.00;9.50;1559.00;-2.16;0
7;synthetic_refinery;2879.00;9.55;1570.00;4.77;0
7;fuel_silo;2885.00;9.60;1558.00;3.22;0
8;arms_factory;2893.00;11.50;1512.00;6.25;0
8;arms_factory;2903.00;10.82;1510.00;4.09;0
8;arms_factory;2899.00;12.05;1521.00;0.47;0
8;arms_factory;2893.00;11.62;1513.00;2.04;0
8;arms_factory;2883.00;10.78;1516.00;4.70;0
8;arms_factory;2892.00;11.85;1519.00;2.54;0
8;industrial_complex;2900.00;11.48;1518.00;3.74;0
8;industrial_complex;2889.00;11.35;1518.00;0.48;0
8;industrial_complex;2896.00;12.32;1520.00;3.14;0
8;industrial_complex;2904.00;10.80;1511.00;5.81;0
8;industrial_complex;2893.00;11.50;1512.00;2.54;0
8;industrial_complex;2888.00;10.57;1515.00;5.21;0
8;bunker;2894.00;11.78;1513.00;4.25;0
8;bunker;2900.00;11.32;1515.00;0.99;0
8;bunker;2894.00;12.28;1521.00;3.66;0
8;bunker;2885.00;10.55;1515.00;0.04;0
8;bunker;2900.00;11.85;1521.00;2.70;0
8;synthetic_refinery;2896.00;12.32;1520.00;5.72;0
8;fuel_silo;2900.00;11.85;1521.00;2.71;0
9;arms_factory;3013.00;12.62;1510.00;0.47;0
9;arms_factory;3023.00;12.25;1508.00;2.04;0
9;arms_factory;3060.00;12.70;1515.00;4.70;0
9;arms_factory;3041.00;12.48;1515.00;2.54;0
9;arms_factory;3053.00;10.85;1524.00;3.74;0
9;arms_factory;3027.00;12.53;1504.00;0.48;0
9;industrial_complex;3059.00;11.25;1523.00;3.14;0
9;industrial_complex;3034.00;13.05;1499.00;5.81;0
9;industrial_complex;3027.00;10.75;1525.00;2.54;0
9;industrial_complex;3043.00;11.05;1521.00;5.21;0
9;industrial_complex;3015.00;11.98;1518.00;1.59;0
9;industrial_complex;3028.00;10.30;1529.00;4.25;0
9;bunker;3034.00;10.55;1522.00;3.66;0
9;bunker;3059.00;11.15;1527.00;0.04;0
9;bunker;3043.00;12.70;1510.00;2.70;0
9;bunker;3026.00;13.35;1503.00;5.72;0
9;bunker;3026.00;12.38;1516.00;0.64;0
9;bunker;3019.00;12.53;1514.00;4.76;0
9;bunker;3033.00;12.10;1508.00;2.61;0
9;bunker;3042.00;10.60;1531.00;2.71;0
9;bunker;3043.00;11.93;1518.00;0.55;0
9;bunker;3046.00;10.25;1526.00;3.21;0
9;bunker;3023.00;11.15;1524.00;4.77;0
9;bunker;3062.00;12.18;1524.00;1.16;0
9;bunker;3013.00;12.62;1510.00;5.28;0
9;bunker;3049.00;12.62;1514.00;0.20;0
9;synthetic_refinery;3039.00;11.20;1524.00;3.22;0
9;fuel_silo;3028.00;10.53;1526.00;1.67;0
10;arms_factory;3123.00;9.90;1557.00;4.70;0
10;arms_factory;3124.00;9.88;1576.00;2.54;0
10;arms_factory;3137.00;10.00;1586.00;3.74;0
10;arms_factory;3125.00;9.88;1573.00;0.48;0
10;arms_factory;3130.00;9.82;1586.00;3.14;0
10;arms_factory;3121.00;9.70;1570.00;5.81;0
10;industrial_complex;3139.00;10.40;1580.00;2.54;0
10;industrial_complex;3129.00;9.80;1566.00;5.21;0
10;industrial_complex;3140.00;9.85;1573.00;1.59;0
10;industrial_complex;3131.00;9.80;1560.00;4.25;0
10;industrial_complex;3116.00;9.95;1555.00;0.99;0
10;industrial_complex;3134.00;10.05;1575.00;3.66;0
10;bunker;3134.00;9.80;1571.00;2.70;0
10;bunker;3126.00;9.90;1559.00;5.72;0
10;bunker;3130.00;9.80;1567.00;0.64;0
10;bunker;3125.00;9.80;1586.00;4.76;0
10;bunker;3143.00;10.40;1579.00;2.61;0
10;bunker;3120.00;9.82;1563.00;2.71;0
10;bunker;3138.00;10.18;1587.00;0.55;0
10;synthetic_refinery;3145.00;10.40;1586.00;3.21;0
10;fuel_silo;3132.00;10.32;1581.00;0.20;0
11;arms_factory;3185.00;9.82;1616.00;3.74;0
11;arms_factory;3179.00;9.70;1620.00;0.48;0
11;arms_factory;3182.00;10.00;1635.00;3.14;0
11;arms_factory;3192.00;10.30;1643.00;5.81;0
11;arms_factory;3195.00;10.30;1645.00;2.54;0
11;arms_factory;3189.00;10.30;1641.00;5.21;0
11;industrial_complex;3212.00;10.43;1633.00;1.59;0
11;industrial_complex;3204.00;9.85;1628.00;4.25;0
11;industrial_complex;3184.00;9.93;1615.00;0.99;0
11;industrial_complex;3185.00;9.75;1619.00;3.66;0
11;industrial_complex;3199.00;10.40;1642.00;0.04;0
11;industrial_complex;3188.00;10.30;1643.00;2.70;0
11;bunker;3193.00;10.40;1625.00;0.64;0
11;bunker;3210.00;10.18;1636.00;4.76;0
11;bunker;3181.00;9.70;1620.00;2.61;0
11;bunker;3192.00;10.28;1616.00;2.71;0
11;bunker;3199.00;9.80;1630.00;0.55;0
11;bunker;3194.00;10.30;1638.00;3.21;0
11;bunker;3193.00;10.30;1649.00;4.77;0
11;bunker;3184.00;9.70;1627.00;1.16;0
11;bunker;3202.00;10.40;1646.00;5.28;0
11;synthetic_refinery;3186.00;10.30;1637.00;0.20;0
11;fuel_silo;3186.00;9.80;1615.00;0.11;0
12;arms_factory;3187.00;9.60;1684.00;3.14;0
12;arms_factory;3228.00;10.18;1669.00;5.81;0
12;arms_factory;3195.00;10.18;1660.00;2.54;0
12;arms_factory;3191.00;9.90;1664.00;5.21;0
12;arms_factory;3230.00;9.98;1674.00;1.59;0
12;arms_factory;3211.00;10.60;1666.00;4.25;0
12;industrial_complex;3198.00;10.35;1678.00;0.99;0
12;industrial_complex;3203.00;10.30;1679.00;3.66;0
12;industrial_complex;3210.00;10.60;1671.00;0.04;0
12;industrial_complex;3198.00;10.30;1685.00;2.70;0
12;industrial_complex;3216.00;9.80;1657.00;5.72;0
12;industrial_complex;3206.00;10.40;1676.00;0.64;0
12;naval_base;3187.00;9.50;1679.00;-1.57;1885
12;naval_base;3183.00;9.57;1668.00;-2.36;1885
12;naval_base;3187.00;9.50;1674.00;-1.82;1885
12;bunker;3195.00;10.30;1670.00;3.21;0
12;bunker;3195.00;10.30;1683.00;4.77;0
12;bunker;3219.00;10.38;1661.00;1.16;0
12;bunker;3205.00;10.50;1672.00;5.28;0
12;bunker;3206.00;10.30;1682.00;0.20;0
12;bunker;3196.00;10.10;1662.00;3.22;0
12;bunker;3188.00;10.15;1667.00;5.88;0
12;bunker;3230.00;10.10;1668.00;2.26;0
12;bunker;3217.00;9.85;1656.00;0.11;0
12;bunker;3199.00;10.30;1682.00;1.67;0
12;bunker;3214.00;10.57;1671.00;5.79;0
12;coastal_bunker;3183.00;9.57;1668.00;-2.36;0
12;coastal_bunker;3187.00;9.50;1679.00;-1.57;0
12;coastal_bunker;3187.00;9.57;1671.00;-1.82;0
12;dockyard;3187.00;9.50;1678.00;-1.57;0
12;synthetic_refinery;3198.00;10.30;1685.00;5.44;0
12;fuel_silo;3207.00;9.80;1663.00;5.34;0
13;arms_factory;3204.00;9.95;1701.00;2.54;0
13;arms_factory;3201.00;10.07;1713.00;5.21;0
13;arms_factory;3193.00;10.30;1710.00;1.59;0
13;arms_factory;3209.00;9.70;1724.00;4.25;0
13;arms_factory;3220.00;10.10;1721.00;0.99;0
13;arms_factory;3213.00;10.38;1716.00;3.66;0
13;industrial_complex;3196.00;9.70;1722.00;0.04;0
13;industrial_complex;3184.00;9.70;1717.00;2.70;0
13;industrial_complex;3166.00;9.60;1700.00;5.72;0
13;industrial_complex;3155.00;9.70;1697.00;0.64;0
13;industrial_complex;3206.00;9.75;1717.00;4.76;0
13;industrial_complex;3199.00;10.30;1705.00;2.61;0
13;naval_base;3160.00;9.50;1707.00;0.46;1885
13;naval_base;3150.00;9.60;1697.00;-1.21;2107
13;naval_base;3188.00;9.50;1695.00;-1.37;1885
13;naval_base;3168.00;9.50;1713.00;-1.82;1660
13;naval_base;3211.00;9.60;1725.00;-3.34;1434
13;naval_base;3176.00;9.50;1698.00;-0.59;1885
13;naval_base;3217.00;9.68;1724.00;-3.34;1434
13;naval_base;3199.00;9.65;1723.00;-2.90;1660
13;naval_base;3175.00;9.50;1706.00;-1.11;1885
13;bunker;3177.00;9.70;1709.00;0.11;0
13;bunker;3183.00;9.70;1700.00;1.67;0
13;bunker;3204.00;9.80;1699.00;5.79;0
13;bunker;3192.00;10.00;1715.00;0.71;0
13;bunker;3187.00;9.75;1710.00;4.83;0
13;bunker;3190.00;9.62;1697.00;0.11;0
13;bunker;3205.00;10.18;1714.00;2.78;0
13;bunker;3216.00;10.05;1719.00;5.44;0
13;bunker;3184.00;9.70;1713.00;2.17;0
13;bunker;3189.00;9.70;1719.00;3.38;0
13;bunker;3199.00;10.30;1704.00;1.22;0
13;bunker;3205.00;9.70;1722.00;5.34;0
13;bunker;3158.00;9.70;1708.00;5.45;0
13;bunker;3159.00;9.70;1700.00;3.29;0
13;coastal_bunker;3151.00;9.50;1687.00;-1.21;0
13;coastal_bunker;3191.00;9.55;1722.00;-2.90;0
13;coastal_bunker;3176.00;9.50;1699.00;-0.59;0
13;coastal_bunker;3218.00;9.60;1724.00;-3.34;0
13;coastal_bunker;3173.00;9.50;1704.00;-1.11;0
13;coastal_bunker;3188.00;9.50;1692.00;-1.37;0
13;coastal_bunker;3158.00;9.57;1712.00;-1.57;0
13;coastal_bunker;3175.00;9.50;1714.00;-1.82;0
13;coastal_bunker;3211.00;9.60;1725.00;-3.34;0
13;dockyard;3159.00;9.55;1702.00;-4.47;0
13;synthetic_refinery;3183.00;9.70;1707.00;2.24;0
13;fuel_silo;3205.00;9.85;1699.00;5.51;0
14;arms_factory;2734.00;9.55;1486.00;1.59;0
14;arms_factory;2781.00;9.70;1474.00;4.25;0
14;arms_factory;2754.00;10.38;1483.00;0.99;0
14;arms_factory;2776.00;9.70;1476.00;3.66;0
14;arms_factory;2745.00;9.78;1486.00;0.04;0
14;arms_factory;2771.00;9.68;1472.00;2.70;0
14;industrial_complex;2755.00;10.43;1484.00;5.72;0
14;industrial_complex;2777.00;9.73;1477.00;0.64;0
14;industrial_complex;2748.00;9.90;1486.00;4.76;0
14;industrial_complex;2772.00;9.73;1473.00;2.61;0
14;industrial_complex;2737.00;9.68;1489.00;2.71;0
14;industrial_complex;2766.00;9.75;1485.00;0.55;0
14;naval_base;2743.00;9.53;1491.00;-2.68;2381
14;naval_base;2768.00;9.50;1490.00;-3.14;2871
14;naval_base;2760.00;9.68;1490.00;-4.04;2871
14;naval_base;2758.00;9.50;1470.00;-0.32;8546
14;naval_base;2774.00;9.68;1487.00;-3.14;2871
14;naval_base;2765.00;9.50;1469.00;-0.69;8546
14;naval_base;2738.00;9.55;1479.00;-1.33;4885
14;bunker;2747.00;9.80;1482.00;0.11;0
14;bunker;2778.00;9.70;1476.00;1.67;0
14;bunker;2761.00;10.35;1478.00;5.79;0
14;bunker;2757.00;9.82;1477.00;0.71;0
14;bunker;2764.00;10.32;1475.00;4.83;0
14;bunker;2754.00;10.03;1486.00;0.11;0
14;bunker;2733.00;9.50;1486.00;2.78;0
14;bunker;2767.00;10.18;1481.00;5.44;0
14;bunker;2740.00;9.53;1475.00;2.17;0
14;bunker;2772.00;9.80;1483.00;3.38;0
14;coastal_bunker;2765.00;9.50;1488.00;-3.14;0
14;coastal_bunker;2747.00;9.53;1491.00;-2.21;0
14;coastal_bunker;2782.00;9.75;1489.00;-3.14;0
14;coastal_bunker;2738.00;9.50;1476.00;-1.33;0
14;coastal_bunker;2762.00;9.70;1471.00;-0.32;0
14;coastal_bunker;2733.00;9.50;1485.00;-0.98;0
14;coastal_bunker;2762.00;9.50;1468.00;-0.69;0
14;dockyard;2760.00;9.50;1469.00;-0.32;0
14;synthetic_refinery;2746.00;9.70;1488.00;4.40;0
14;fuel_silo;2772.00;9.90;1478.00;2.84;0
15;arms_factory;2813.00;10.38;1488.00;0.99;0
15;arms_factory;2829.00;9.85;1514.00;3.66;0
15;arms_factory;2804.00;10.60;1496.00;0.04;0
15;arms_factory;2816.00;9.60;1506.00;2.70;0
15;arms_factory;2787.00;9.95;1502.00;5.72;0
15;arms_factory;2805.00;10.30;1494.00;0.64;0
15;industrial_complex;2820.00;9.80;1506.00;4.76;0
15;industrial_complex;2813.00;9.88;1501.00;2.61;0
15;industrial_complex;2808.00;10.00;1500.00;2.71;0
15;industrial_complex;2820.00;10.05;1492.00;0.55;0
15;industrial_complex;2787.00;10.93;1491.00;3.21;0
15;industrial_complex;2801.00;10.15;1500.00;4.77;0
15;naval_base;2781.00;9.50;1500.00;-2.16;2871
15;naval_base;2808.00;9.50;1510.00;-1.57;2847
15;naval_base;2803.00;9.50;1503.00;-3.39;2847
15;naval_base;2823.00;9.55;1515.00;-2.36;12389
15;naval_base;2780.00;9.55;1510.00;-3.39;2847
15;naval_base;2804.00;9.53;1503.00;-2.90;2847
15;naval_base;2792.00;9.55;1504.00;-3.39;2847
15;bunker;2822.00;9.80;1506.00;5.79;0
15;bunker;2818.00;9.70;1512.00;0.71;0
15;bunker;2791.00;11.35;1488.00;4.83;0
15;bunker;2808.00;10.43;1490.00;0.11;0
15;bunker;2831.00;9.82;1510.00;2.78;0
15;bunker;2799.00;11.40;1494.00;5.44;0
15;bunker;2794.00;9.88;1502.00;2.17;0
15;bunker;2830.00;9.80;1515.00;3.38;0
15;bunker;2784.00;9.90;1493.00;1.22;0
15;bunker;2817.00;9.95;1489.00;5.34;0
15;bunker;2793.00;11.05;1498.00;5.45;0
15;bunker;2779.00;9.55;1507.00;3.29;0
15;bunker;2817.00;10.00;1498.00;5.95;0
15;bunker;2804.00;9.68;1502.00;2.33;0
15;bunker;2824.00;9.88;1499.00;3.89;0
15;coastal_bunker;2819.00;9.53;1515.00;-2.36;0
15;coastal_bunker;2785.00;9.55;1509.00;-3.39;0
15;coastal_bunker;2807.00;9.60;1503.00;-2.90;0
15;coastal_bunker;2782.00;9.50;1496.00;-2.16;0
15;coastal_bunker;2811.00;9.53;1512.00;-3.39;0
15;coastal_bunker;2791.00;9.55;1504.00;-3.39;0
15;coastal_bunker;2802.00;9.60;1502.00;-3.39;0
15;dockyard;2809.00;9.50;1507.00;-1.57;0
15;synthetic_refinery;2820.00;9.80;1504.00;3.45;0
15;fuel_silo;2793.00;11.50;1489.00;1.90;0
16;arms_factory;2843.00;9.80;1491.00;0.04;0
16;arms_factory;2840.00;9.80;1484.00;2.70;0
16;arms_factory;2829.00;9.90;1486.00;5.72;0
16;arms_factory;2848.00;9.78;1490.00;0.64;0
16;arms_factory;2839.00;9.80;1500.00;4.76;0
16;arms_factory;2830.00;9.82;1483.00;2.61;0
16;industrial_complex;2849.00;9.80;1487.00;2.71;0
16;industrial_complex;2844.00;9.80;1491.00;0.55;0
16;industrial_complex;2834.00;10.03;1480.00;3.21;0
16;industrial_complex;2847.00;9.70;1497.00;4.77;0
16;industrial_complex;2848.00;9.78;1490.00;1.16;0
16;industrial_complex;2855.00;9.80;1493.00;5.28;0
16;bunker;2850.00;9.80;1487.00;3.22;0
16;bunker;2844.00;9.80;1493.00;5.88;0
16;bunker;2829.00;9.88;1485.00;2.26;0
16;bunker;2850.00;9.80;1483.00;0.11;0
16;bunker;2823.00;10.00;1489.00;1.67;0
16;bunker;2847.00;9.70;1497.00;5.79;0
16;bunker;2833.00;9.80;1491.00;0.71;0
16;bunker;2832.00;10.35;1498.00;4.83;0
16;bunker;2853.00;9.80;1491.00;0.11;0
16;synthetic_refinery;2833.00;10.25;1498.00;2.78;0
16;fuel_silo;2829.00;9.82;1482.00;1.22;0
17;arms_factory;2901.00;10.30;1462.00;5.72;0
17;arms_factory;2904.00;10.10;1455.00;0.64;0
17;arms_factory;2907.00;11.57;1468.00;4.76;0
17;arms_factory;2909.00;11.32;1464.00;2.61;0
17;arms_factory;2897.00;10.10;1456.00;2.71;0
17;arms_factory;2908.00;11.65;1465.00;0.55;0
17;industrial_complex;2911.00;10.60;1461.00;3.21;0
17;industrial_complex;2901.00;10.10;1454.00;4.77;0
17;industrial_complex;2903.00;10.57;1465.00;1.16;0
17;industrial_complex;2902.00;10.10;1460.00;5.28;0
17;industrial_complex;2899.00;10.10;1452.00;0.20;0
17;industrial_complex;2904.00;10.57;1463.00;3.22;0
17;bunker;2908.00;11.60;1470.00;2.26;0
17;bunker;2907.00;10.10;1458.00;0.11;0
17;bunker;2902.00;10.10;1452.00;1.67;0
17;bunker;2899.00;10.18;1463.00;5.79;0
17;synthetic_refinery;2910.00;11.12;1463.00;0.71;0
17;fuel_silo;2901.00;10.10;1453.00;5.44;0
18;arms_factory;2862.00;9.90;1496.00;4.76;0
18;arms_factory;2870.00;9.90;1503.00;2.61;0
18;arms_factory;2881.00;10.50;1500.00;2.71;0
18;arms_factory;2886.00;10.43;1482.00;0.55;0
18;arms_factory;2890.00;11.73;1486.00;3.21;0
18;arms_factory;2871.00;9.80;1491.00;4.77;0
18;industrial_complex;2901.00;10.70;1502.00;1.16;0
18;industrial_complex;2893.00;11.88;1490.00;5.28;0
18;industrial_complex;2866.00;9.90;1497.00;0.20;0
18;industrial_complex;2870.00;9.90;1484.00;3.22;0
18;industrial_complex;2871.00;10.00;1479.00;5.88;0
18;industrial_complex;2866.00;10.03;1499.00;2.26;0
18;bunker;2867.00;10.00;1483.00;1.67;0
18;bunker;2883.00;10.25;1484.00;5.79;0
18;bunker;2881.00;10.20;1478.00;0.71;0
18;bunker;2900.00;10.70;1500.00;4.83;0
18;bunker;2870.00;9.80;1495.00;0.11;0
18;bunker;2889.00;10.50;1477.00;2.78;0
18;bunker;2875.00;10.00;1489.00;5.44;0
